id,speaker,text,visualEventKey,choiceKey,nextId
ch06_001,내레이션,"저승의 궁전은 살아있는 자들의 상상을 초월할 만큼 장엄했다. 암흑으로부터 빚어낸 듯한 옥좌에 하데스가 앉아 있었다.",ch06_001_visual,,ch06_002
ch06_002,내레이션,"그의 곁에는 봄과 겨울을 동시에 품은 여신, 페르세포네가 앉아 있었다. 그들의 시선은 오르페우스에게 고정되어 있었다.",ch06_002_visual,,ch06_003
ch06_003,하데스,"감히 내 영역에 발을 들인 산 자여. 네 대담함은 실로 경이롭구나.",ch06_003_visual,,ch06_004
ch06_004,내레이션,"오르페우스는 고개를 숙이지 않았다. 그저 자신의 리라를 꼭 쥔 채, 왕과 왕비를 정면으로 바라보았다.",ch06_004_visual,,ch06_005
ch06_005,오르페우스,"저는 대담함으로 온 것이 아닙니다. 사랑으로 온 것입니다. 제 아내, 에우리디케를 되찾기 위해 왔습니다.",ch06_005_visual,,ch06_006
ch06_006,내레이션,"하데스의 입꼬리가 희미하게 올라갔다. 그러나 그 미소는 차가웠다.",ch06_006_visual,,ch06_007
ch06_007,하데스,"사랑이라. 이곳에 온 영혼 대부분이 그 말을 하지. 하지만 운명은 그 누구에게도 예외를 두지 않는다.",ch06_007_visual,,ch06_008
ch06_008,하데스,"그녀의 시간은 끝났다.",ch06_008_visual,,ch06_009
ch06_009,내레이션,"그때, 페르세포네가 나지막이 입을 열었다. 그녀의 목소리는 겨울의 얼음처럼 차가웠지만, 그 안에는 봄의 싹이 틔운 듯한 따스함이 숨어 있었다.",ch06_009_visual,,ch06_010
ch06_010,페르세포네,"왕의 법은 엄격합니다. 하지만 그 법을 만든 것 또한 마음입니다. 당신의 눈에 깃든 것은 단순한 슬픔이 아닙니다.",ch06_010_visual,,ch06_011
ch06_011,페르세포네,"그 무엇보다 깊은 그리움이라는 걸 알 수 있어요.",ch06_011_visual,,ch06_012
ch06_012,오르페우스,"제 아내는 살아있는 자들의 세계로 돌아가야 합니다. 그녀의 삶은 뱀에 물린 것으로 끝나서는 안 됩니다. 그것은 그녀의 운명이 아니었습니다.",ch06_012_visual,,ch06_013
ch06_013,하데스,"운명이라. 네가 감히 운명에 의문을 제기하는가? 모든 죽음은 필연적이다.",ch06_013_visual,,ch06_014
ch06_014,하데스,"설령 우연한 사고라 할지라도, 그것은 운명의 그림에 새겨진 한 획일 뿐이다.",ch06_014_visual,,ch06_015
ch06_015,오르페우스,"그렇다면 그 운명을 바꾸려는 것 또한 운명이 아닙니까? 제가 이곳까지 온 것 또한 하나의 운명이라면, 그 운명이 제게 허락한 이유가 있을 겁니다.",ch06_015_visual,,ch06_016
ch06_016,내레이션,"그는 더 이상 말을 하지 않았다. 대신, 리라를 들었다.",ch06_016_visual,,ch06_017
ch06_017,내레이션,"그의 연주가 시작되자, 궁전의 차가운 대리석 바닥에 희미한 안개가 피어올랐다. 그의 노래는 이전과는 달랐다.",ch06_017_visual,,ch06_018
ch06_018,내레이션,"슬픔과 그리움을 넘어선, 삶에 대한 찬가였다.",ch06_018_visual,,ch06_019
ch06_019,내레이션,"첫사랑의 설렘, 함께 걷던 숲길의 온기, 웃음소리, 키스의 달콤함. 삶의 모든 순간이 그의 음악 속에서 살아 숨 쉬었다.",ch06_019_visual,,ch06_020
ch06_020,내레이션,"하데스의 얼굴에서 차가움이 조금씩 사라졌다. 페르세포네는 눈을 감고 그의 연주에 몰두했다.",ch06_020_visual,,ch06_021
ch06_021,내레이션,"그녀의 기억 속에서, 오랫동안 잊어버렸던 지상의 봄날이 되살아나는 듯했다.",ch06_021_visual,,ch06_022
ch06_022,내레이션,"오르페우스는 죽음이 아닌 삶을 연주하고 있었다. 저승의 왕과 왕비에게, 그는 그들이 잊고 있던 무언가를 상기시키고 있었다.",ch06_022_visual,,ch06_023
ch06_023,내레이션,"죽음의 영원한 고요함 대신, 삶의 덧없지만 아름다운 순간들을.",ch06_023_visual,,ch06_024
ch06_024,내레이션,"연주가 끝나자, 궁전에는 긴 침묵이 흘렀다.",ch06_024_visual,,ch06_025
ch06_025,내레이션,"마침내 하데스가 천천히 입을 열었다.",ch06_025_visual,,ch06_026
ch06_026,하데스,"네 연주는... 신들의 마음도 움직일 만큼 강하구나. 오랫동안 듣지 못한 소리였다.",ch06_026_visual,,ch06_027
ch06_027,페르세포네,"그의 노래에서 우리는 사랑의 본질을 보았습니다. 사랑은 죽음을 이기려는 의지이며, 삶을 갈망하는 마음입니다.",ch06_027_visual,,ch06_028
ch06_028,페르세포네,"이 마음을 외면할 수는 없습니다.",ch06_028_visual,,ch06_029
ch06_029,내레이션,"하데스는 오랫동안 생각에 잠겨 있다가, 마침내 결정을 내렸다.",ch06_029_visual,,ch06_030
ch06_030,하데스,"좋다. 네게 한 가지 기회를 주지. 네 아내를 데려가도 좋다.",ch06_030_visual,,ch06_031
ch06_031,하데스,"단, 하나의 조건이 있다.",ch06_031_visual,,ch06_032
ch06_032,오르페우스,"어떤 조건이든 받아들이겠습니다.",ch06_032_visual,,ch06_033
ch06_033,하데스,"너는 이곳을 떠나는 길 내내, 결코 뒤를 돌아보아서는 안 된다. 그리고 에우리디케는 네 뒤에서 따라올 것이다.",ch06_033_visual,,ch06_034
ch06_034,하데스,"만약 네가 그녀를 확인하기 위해 뒤를 돌아본다면, 그녀는 영원히 이곳에 남게 될 것이다. 너의 믿음만이 그녀를 살아있는 자들의 세계로 인도할 수 있다.",ch06_034_visual,,ch06_035
ch06_035,내레이션,"오르페우스는 잠시 망설였지만, 이내 고개를 끄덕였다.",ch06_035_visual,,ch06_036
ch06_036,오르페우스,"약속합니다. 절대로 뒤를 돌아보지 않겠습니다.",ch06_036_visual,,ch06_037
ch06_037,내레이션,"그의 눈에는 다시 희망의 빛이 떠올랐다. 하데스가 손을 흔들자, 어둠 속에서 에우리디케의 모습이 나타났다.",ch06_037_visual,,ch06_038
ch06_038,내레이션,"그녀는 투명한 형체였지만, 분명 그녀였다.",ch06_038_visual,,ch06_039
ch06_039,오르페우스,"에우리디케...",ch06_039_visual,,ch06_040
ch06_040,내레이션,"그는 그녀를 부르지 않았다. 그저 그녀가 뒤에 따라온다는 것을 믿고, 앞을 보며 걷기 시작했다.",ch06_040_visual,,ch06_041
ch06_041,내레이션,"그의 뒤로, 희미한 발소리가 따라오고 있었다.",ch06_041_visual,,ch07_001
